index,account_url,account,headcount
"17545","https://www.gocontact.com","GoContact","171"
"17928","https://www.gosupercritical.com","Supercritical","44"
"17957","fromdayone.co","FROM DAY ONE","21"
"17981","www.circle.com","Circle","1169"
"18036","www.riskonnect.com","Riskonnect","815"
"18475","https://www.neostella.com","Neostella","169"
"18512","coresphere.com","CoreSphere","55"
"18629","http://www.constructor.io","Constructor","341"
"18894","lendbuzz.com","Lendbuzz inc.","247"
"19573","https://www.getaleph.com","Aleph","22"
"19590","sell.do","Sell.Do","92"
"19635","westmedgroup.com","WESTMED Medical Group","783"
"19914","http://www.mcfadyen.com","McFadyen Digital","245"
"21975","http://www.xocean.com","XOCEAN","174"
"22843","http://www.poweredbysearch.com","Powered By Search","29"
"23150","explorance.com","Explorance Inc.","288"
"23478","https://www.talentsystems.com","Talent Systems, LLC","1066"
"23512","http://www.cocc.com","COCC","778"
"24722","https://www.room8group.com","Room 8 Group","238"
"24742","www.softco.com","SoftCo","140"
"24992","http://www.endego.com","Endego","220"
"25012","http://www.datasnipper.com","DataSnipper","159"
"25015","emilabs.ai","Emi Labs","114"
"25057","apspayroll.com","Automatic Payroll Systems, Inc.","156"
"25089","https://www.ctaima.com","CTAIMA","164"
"25120","theanti.com","The Anti","73"
"26487","disco.ac","DISCO","73"
"27173","https://www.crewscale.com","Crewscale","94"
"27238","www.helpjuice.com","HelpJuice","39"
"27503","acaglobal.com","ACA Group","1164"
"27881","https://www.trove.co","Trove","210"
"28680","redsky-consulting.com","Red Sky Consulting","65"
"29008","https://www.joindeleteme.com","Abine, Inc.","122"
"29010","www.smileback.com","SmileBack","8"
"29012","meridianlink.com","MeridianLink","604"
"29022","http://www.incode.com","Incode Technologies","335"
"29036","www.achievers.com","Achievers","1004"
"29038","barkyn.com","Barkyn","54"
"29219","www.clevertap.com","Leanplum by CleverTap","649"
"29230","alogent.com","Alogent","203"
"29234","www.tonkean.com","Tonkean","63"
"29258","https://www.iqgeo.com/","IQGeo","194"
"29459","http://www.appitsimple.com","Appitsimple Infotek Pvt. Ltd.","143"
"29479","https://www.swordhealth.com","Sword Health","764"
"29497","https://www.diffco.us","Diffco","19"
"29654","https://raptive.com/","Raptive","512"
"29666","www.g2i.co","G2i Inc.","51"
"29881","http://www.bluevoyant.com","BlueVoyant","614"
"29886","www.kaltura.com","Kaltura","772"
"30224","www.canidium.com","Canidium","136"
"30251","http://www.multimediallc.com","Multi Media, LLC","237"
"30266","https://www.crealogix.com","CREALOGIX","407"
"30299","http://www.ipconfigure.com","IPConfigure Inc.","48"
"30848","http://www.saludamedical.com","Saluda Medical","410"
"30859","thinksmart.com","thinksmart","18"
"30883","http://www.theguarantors.com","TheGuarantors","229"
"31184","www.agriwebb.com","AgriWebb","74"
"31510","www.zeptolab.com","ZeptoLab","155"
"31532","http://www.coolsofttech.com","Coolsoft LLC","177"
"31550","freedomhouse.org","Freedom House","956"
"32158","tinuiti.com","Tinuiti","1066"
"32219","www.playdead.com","Playdead","71"
"32392","www.sensia-solutions.com","SENSIA Solutions S.L","56"
"32393","www.vanmeijel.nl","Van Meijel","119"
"32616","http://www.bizzdesign.com","Bizzdesign","159"
"32870","idexconsulting.com","IDEX Consulting","75"
"32917","http://www.patreon.com","Patreon","910"
"33145","verticalmove.com","Verticalmove","21"
"33521","http://www.sngular.com","SNGULAR","1128"
"33538","http://www.veremark.com","Veremark","100"
"33707","http://www.intapp.com/","Intapp","1046"
"33742","www.slintel.com","Slintel","98"
"34587","http://www.go2.io","Go2","402"
"34588","pursuitsalessolutions.com","Pursuit Sales Solutions","89"
"34599","https://www.workstream.us","Workstream","255"
"34643","ricoh.es","Ricoh España","1801"
"34888","http://www.sierrainteractive.com","Sierra Interactive","62"
"35171","artisantalent.com","Artisan Talent","129"
"35223","https://www.truenorth.co","TrueNorth","80"
"35486","https://withpersona.com","Persona","291"
"35798","https://www.voodoo.io/","Voodoo","626"
"35836","https://joinzoe.com/","ZOE","499"
"36452","kapitaldata.com","Kapitaldata","81"
"36719","www.moonactive.com","Moon Active","1996"
"36724","ashoka.org","ashoka","1567"
"36733","https://www.gridgain.com","GridGain Systems","133"
"36738","virtualmetric.com","VirtualMetric","21"
"36744","applicantpro.com","JobMatch","295"
"36745","http://www.trading212.com","Trading 212","621"
"36750","http://www.adarga.ai","Adarga","124"
"37009","www.rootstock.com","Rootstock Software","144"
"37016","https://www.alltrails.com","AllTrails","269"
"37609","www.iobeya.com","iObeya","159"
"37625","locallogic.co","Local Logic","74"
"38170","biorender.com","BioRender","223"
"38775","dupontcirclesolutions.com","Dupont Circle Solutions","61"
"38844","https://thehive.ai/","Hive","436"
"38909","https://www.martrust.com","MarTrust","85"
"39169","https://www.vartana.com","Vartana","71"
"39178","http://www.flexiti.com","Flexiti","448"
"39724","vicarius.io","Vicarius","66"
"39956","https://www.goatagency.com/","The Goat Agency","368"
"40284","http://www.sayvasolutions.com","Sayva Solutions","80"
"40286","https://www.savvywealth.com","Savvy Wealth","50"
"40575","pentera.io","Pentera","389"
"40837","https://www.mukuru.com","Mukuru","1818"
"41022","https://www.lunchbox.io","Lunchbox","187"
"41048","https://www.liveflow.io","LiveFlow","33"
"41354","www.igel.com","IGEL Technology","405"
"41667","http://www.exante.eu","EXANTE","514"
"41817","http://www.diva-e.com","diva-e","652"
"41871","www.dayshape.com","Dayshape","104"
"42695","https://gearset.com/","Gearset","240"
"43930","http://www.ataway.com","Ataway","377"
"44165","http://www.smxusa.com","SMX Services & Consulting, Inc.","146"
"44183","www.survalent.com","Survalent","169"
"44235","goglobalgeo.com","goglobalgeo.com","288"
"44281","http://www.lynxspa.com","Lynx Spa","530"
"44288","theoriamedical.com","theoriamedical.com","337"
"44807","http://www.avise.com","Avise Inc","22"
"45318","https://www.4d.com","4D","394"
"46645","http://www.umotif.com","uMotif","90"
"47159","https://www.emergya.com","emergya","317"
"47449","http://www.ttech.co.uk","T-Tech","127"
"47735","www.ypto.be","Ypto","496"
"47741","http://www.pitchup.com","Pitchup.com","60"
"47743","www.tbscg.com","TBSCG","105"
"47778","https://www.beije.it","Beije","146"
"48242","http://www.accuro.com","Accuro","134"
"48334","http://www.investech.it","Investech-blue","130"
"48349","https://www.avangarde.it/","Avangarde Consulting","90"
"48357","https://www.altilia.ai","Altilia","58"
"48523","http://www.precitaste.com","PreciTaste","39"
"48558","https://jobtech.it/","Jobtech Srl","137"
"48599","https://www.aspira.ie","Aspira","183"
"48604","http://contrader.it/","Contrader","135"
"48626","www.hazellcarr.com","Hazell Carr","263"
"48990","https://qapla.it/","Qapla'","57"
"49400","www.leaflink.com","LeafLink","178"
"49418","www.collectivei.com","Collective i","92"
"49656","http://www.unlimint.com","Unlimint","337"
"49950","http://www.leighton.com","Leighton","231"
"50729","http://www.dacomat.com","Dacomat Srl","51"
"50743","https://www.vantea.com/","Vantea Smart","157"
"50751","www.f2informatica.it","F2Informatica Srl | Il Motore delle vostre idee","66"
"50770","https://www.knorex.com","KNOREX","130"
"50771","www.corcentric.com","Corcentric","609"
"50800","www.bromcom.com","Bromcom","166"
"51066","https://www.hitachi-solutions.fr","Hitachi Solutions France","70"
"51224","https://www.abraxas.ch","Abraxas","660"
"51305","www.tiatechnology.com","Tia Technology - a Sapiens company","124"
"51317","https://www.cosmoconsult.com","COSMO CONSULT","1291"
"51319","http://www.ic-consult.com","iC Consult","784"
"51530","https://www.sprinto.com","Sprinto Inc.","237"
"51740","https://www.ubisense.com","Ubisense","121"
"51744","http://www.eurodyn.com","EUROPEAN DYNAMICS","751"
"52372","https://mainstreaming.tv/","Mainstreaming SpA","68"
"52385","http://www.inten.to","Intento, Inc.","81"
"52392","http://www.akersystems.com","Aker Systems","116"
"52591","www.init.de","init","977"
"52823","http://www.thunderfulgames.com","Thunderful Games","129"
"53056","https://cognizant-mobility.com/","Cognizant Mobility","529"
"53066","rdbrck.com","Redbrick","114"
"139424","https://www.advanceecomsolutions.com","AES Technologies India Pvt Limited","191"
"53844","https://www.ecit.it","ECIT SpA","266"
"53850","www.openbravo.com","Openbravo","175"
"54046","www.demyst.com","Demyst","85"
"54060","https://neo4j.com/","Neo4j","849"
"54605","aptask.com","aptask.com","323"
"54890","http://www.serbyteit.com","SERBYTE servicios IT","51"
"54924","https://www.nrb.be","NRB","1166"
"55194","http://www.abo-wind.com","ABO Wind","944"
"55742","www.mdfcommerce.com","mdf commerce - Mediagrif Interactive Technologies Inc.","833"
"55751","www.uberflip.com","Uberflip","120"
"56315","https://www.jumpfactor.net","Jumpfactor Marketing","69"
"56351","www.acho.io","Acho","12"
"56357","www.journeyteam.com","JourneyTEAM","172"
"56788","https://www.cleveritgroup.com","CleverIT Group","173"
"56816","www.strategic.com","Strategic Information Group","148"
"56817","www.bigtime.net","BigTime Software","192"
"56823","www.kirkpatrickprice.com","KirkPatrickPrice","127"
"56882","www.veoci.com","Veoci","111"
"57040","rentable.co","Rentable","113"
"57047","www.shiftleft.io","ShiftLeft, Inc.","38"
"57056","www.scopear.com","Scope AR","55"
"57280","https://www.vneuron.com","Vneuron Risk & Compliance","129"
"57311","https://www.nacongaming.com","NACON","191"
"57600","www.idera.com","Idera","267"
"57607","http://www.cycle.media","Cycle","206"
"57622","lets-unify.ai","Ivy","141"
"57976","https://www.littlebigconnection.com","LittleBig Connection","266"
"144995","http://www.jointopo.com","Topography Health","51"
"58246","www.thentia.com","Thentia","168"
"145145","http://www.operator.com","Operator","970"
"58491","www.azul.com","Azul","418"
"58828","https://www.kueski.com","Kueski","587"
"58832","www.towa-digital.at","Towa. The Digital Growth Company","96"
"58936","http://www.gc.com","GameChanger","252"
"58966","orkes.io","Orkes","38"
"58970","http://www.99minutos.com","99minutos.com","878"
"59351","www.tigloo.es","Tigloo","169"
"59585","https://www.exansoftware.com","Exan Software","83"
"59755","order.co","Order","225"
"59756","www.lumindigital.com","Lumin Digital","195"
"59766","http://customertimes.com/","Customertimes Corp","811"
"59805","https://www.educationperfect.com/","Education Perfect","367"
"60560","http://www.infotechtion.com","Infotechtion","41"
"60769","www.veryfi.com","Veryfi/Transpose Platform","59"
"60773","https://www.adlumin.com","Adlumin","123"
"61057","nextbasket.com","NEXT BASKET","75"
"61093","https://www.vitecsoftware.com/en/","Vitec","570"
"61110","http://www.7n.com","7N","867"
"61118","http://www.axians.pt","Axians Networks & Solutions GmbH","822"
"61361","https://www.obat.fr","Obat","123"
"61588","www.magnetforensics.com","Magnet Forensics","593"
"61621","patona.com.au","Patona","123"
"61906","https://www.supportninja.com","SupportNinja","1561"
"61974","www.timetoact-group.com","TIMETOACT","874"
"62207","http://www.gearboxsoftware.com","Gearbox Entertainment","600"
"62516","https://www.swarco.com","Swarco","1992"
"63088","https://NetFoundry.io","NetFoundry","77"
"63095","www.giftogram.com","Giftogram","24"
"63284","https://www.clockwork.io","Clockwork Systems, Inc.","26"
"63315","http://www.madisonlogic.com","Madison Logic","302"
"63731","https://perfectial.com/","Perfectial powered by Avenga","265"
"63981","social-match.com","Social Match","98"
"64050","aditiconsulting.com","Aditi Consulting","893"
"64263","http://www.ggwp.com","GGWP","72"
"64654","anetcorp.com","anetcorp.com","207"
"64700","https://www.peoplehum.com","peopleHum","154"
"64942","http://www.mindata.es","MinData","214"
"65404","http://www.dropsolid.com","Aftersun Media Solutions BV","83"
"65453","http://www.qikserve.com","QikServe","88"
"65504","www.retail-consult.com","Retail Consult","296"
"65525","www.kelkoo.co.uk","Kelkoo","267"
"65749","https://www.accountingseed.com","Accounting Seed","81"
"66137","http://www.sureapp.com/","Sure","459"
"66295","http://www.hardrockdigital.com","Hard Rock Digital","377"
"66462","www.quillbot.com","QuillBot","219"
"66469","https://www.acceldata.io","Acceldata","256"
"66708","http://www.centralreach.com","CentralReach","336"
"66711","www.ycharts.com","YCharts","145"
"66827","www.peoplegrove.com","PeopleGrove","114"
"66847","www.tiempodev.com","Tiempo Development","75"
"66993","www.proxet.com","Proxet","205"
"67012","http://www.tributetech.com","Tribute Technology","208"
"67139","ecerasystem.com","Ecera System","52"
"67145","www.hstpathways.com","HSTpathways","221"
"67165","www.zpesystems.com","ZPE Systems","146"
"67315","http://www.wondercom.pt","Wondercom, Project Management and Telecommunications","384"
"67616","firsthelpfinancial.com","First Help Financial","328"
"67777","http://www.voxelgroup.net","Voxel","193"
"67793","www.vmcsofttech.com","VMC Soft Technologies","32"
"67807","http://redflagai.co","Redflag AI","42"
"68247","www.ontra.ai","Ontra","452"
"68365","www.synspective.com","Synspective","140"
"68569","http://q.bio","Q Bio","47"
"68787","http://www.spotdraft.com","SpotDraft","213"
"68970","blackcloak.io","BlackCloak","53"
"69834","vira.games","Vira Games Inc.","56"
"70345","https://www.paired.com","Paired","43"
"70488","http://www.365retailmarkets.com","365 Retail Markets","380"
"70497","www.brightlysoftware.com","Brightly","921"
"70499","http://www.sortly.com","Sortly","60"
"70502","http://www.webxloo.com","WEBXLOO LLC","53"
"70666","https://www.testrigor.com","testRigor","83"
"70683","http://www.digitalenvoy.com","Digital Envoy","69"
"70708","www.edifecs.com","Edifecs","1032"
"70707","www.sugarcrm.com","SugarCRM","578"
"70963","http://www.flextoninc.com","Flexton Inc.","131"
"70964","http://www.nozominetworks.com","Nozomi Networks","270"
"71053","https://www.clearcourse.co.uk/","ClearCourse","264"
"71095","www.aptihealth.com","Aptihealth","101"
"71104","https://www.findanomaly.com","Anomaly","14"
"71259","http://www.vontive.com","Vontive","56"
"71275","https://www.spokeo.com","Spokeo","190"
"71584","dealeron.com","dealeron","448"
"71875","www.linuxfoundation.org","The Linux Foundation","664"
"71887","http://www.prijbs.com","PRI Global","147"
"71891","http://www.compri.com","Compri Consulting","45"
"71895","http://www.tekstream.com","TekStream Solutions","166"
"71913","www.faro.com","Faro Technologies","1966"
"71920","www.transflo.com","Transflo","244"
"72333","eproductivitysoftware.com","eProductivity Software","656"
"72338","www.backbone.digital","BACKBONE","98"
"72355","http://www.seranking.com","SE Ranking","173"
"72384","https://directiveconsulting.com","Directive","151"
"72872","https://www.protopie.io","ProtoPie","81"
"160261","citystateentertainment.com","City State Entertainment, LLC","51"
"72945","https://www.limblecmms.com","Limble Solutions Inc.","200"
"73007","https://www.dorahacks.io","DoraHacks","28"
"73219","https://zivaro.com/","Zivaro","204"
"73230","sourcepass.com","Sourcepass","325"
"73239","a2zsync.com","a2zsync.com","65"
"73323","https://www.qualified.com","Qualified","188"
"73342","www.delinea.com","Delinea","982"
"73668","https://www.terminalfour.com","Terminalfour","93"
"73672","www.procedesoftware.com","Procede Software","114"
"73708","www.iclasspro.com","Iclasspro","92"
"74032","http://www.kodekloud.com","KodeKloud","118"
"74259","http://www.presencelearning.com","Presence","763"
"74279","https://www.mindverseconsulting.com","MINDVERSE CONSULTING SERVICES","4"
"75092","http://www.spatial.io","Spatial","69"
"75142","http://www.tripwireinteractive.com","Tripwire Interactive","127"
"75144","elinemedia.com","E-Line Media","39"
"75155","supergaming.com","SuperGaming","140"
"76010","www.labware.com","LabWare","907"
"76013","www.barings.com","Barings","1902"
"76022","http://li.me","Lime","1893"
"76218","www.murf.ai","Murf AI","68"
"76227","www.nilebits.com","Nile Bits","41"
"76243","http://www.turquoise.health","Turquoise Health","117"
"76252","https://www.litespace.io","Litespace","31"
"76775","http://duettocloud.com","Duetto","267"
"76790","druidai.com","Druid AI","148"
"76797","http://www.concerthealth.com","Concert Health","216"
"76851","http://www.incentivio.com","Incentivio","56"
"76870","www.sagitec.com","Sagitec Solutions","1272"
"76980","https://rewind.com","Rewind","113"
"77022","http://www.mastercam.com","Mastercam","480"
"77029","http://www.onezero.com","oneZero Financial Systems","150"
"78794","www.amoriabond.com","Amoria Bond","305"
"168811","engagedigitalpartners.com","Engage Digital Partners","160"
"78882","http://www.veronapharma.com","Verona Pharma","96"
"79107","http://www.purviewservices.com","PURVIEW","250"
"79155","https://www.alientt.com","Alien Technology Transfer","158"
"79948","http://www.chakray.com","Chakray Consulting","151"
"80983","http://www.cirtuo.com","Cirtuo","51"
"81059","www.jivs.com","Data Migration Services","64"
"81893","www.w-4.ch","W4 Marketing; Sales, Communications","58"
"81989","www.modeso.ch","Modeso","59"
"82034","www.nemensis.com","nemensis","15"
"82233","www.hicron.com","Hicron","341"
"82491","www.openwt.com","Open Web Technology","176"
"82693","www.prevalent.net","Prevalent - Third-Party Risk Management","160"
"82864","https://www.jamespot.com","Jamespot","53"
"83245","www.insart.com","INSART","83"
"83749","https://flip.shop/","Flip","227"
"83752","autoreturn.com","autoreturn.com","87"
"84072","http://www.whitespace.co.uk","Whitespace Software Limited","72"
"84303","www.additude.se","Additude","91"
"84555","http://www.labguru.com","Labguru","70"
"84605","https://foundation.app/","Foundation Labs","145"
"85324","http://www.ironsystems.com","Iron Systems, Inc","650"
"85477","www.jump-technology.com","JUMP","141"
"85499","www.sysplus.com","Systems Plus","111"
"85503","https://www.keybe.ai","Keybe","65"
"85512","http://www.refreshmh.com","Refresh Mental Health","259"
"85734","http://www.rewst.io","Rewst","67"
"85773","www.bccsoftware.com","BCC Software","131"
"85787","www.sixgen.io","SIXGEN","85"
"85793","http://www.emergentsoftware.net","Emergent Software","65"
"85797","http://www.efficiently.com",".efficiently","534"
"86008","https://www.doola.com","Distributed Inc. dba doola","41"
"86308","dcminfotech.com","dcminfotech.com","215"
"86428","gaeaglobal.com","Gaea Global Technologies","260"
"86439","http://www.ptpinc.com","PTP","264"
"86440","https://www.jolera.com","Jolera Inc.","292"
"86441","www.lwolf.com","Lone Wolf Technologies","729"
"86522","http://www.tanishasystems.com","Tanisha Systems, Inc","678"
"86524","http://www.denkensolutions.com","Denken Solutions, Inc.","558"
"86530","http://www.terralogic.com","Terralogic Inc.","1209"
"86642","http://www.accelalpha.com","Accelalpha","663"
"86643","http://www.v2solutions.com","V2Solutions","848"
"86746","http://www.sentinel.com","Sentinel Technologies","795"
"86765","http://www.sierratec-us.com","Sierra Digital","15"
"86891","http://www.ccsglobaltech.com","CCS Global Tech","384"
"86911","http://www.esri.ca","Esri Canada","613"
"86924","http://www.askcts.com","CTS, Inc.","437"
"86929","http://www.truglobal.com","TRUGLOBAL","349"
"86947","http://www.textnow.com","TextNow","240"
"86956","http://www.touchnet.com","TouchNet, A Global Payments Company","288"
"86967","www.1eq.com","eQ Technologic","811"
"86969","https://www.effectivesoft.com","EffectiveSoft","358"
"86975","https://www.consensus.com","Consensus Cloud Solutions","453"
"87010","http://www.incapsulate.com/","incapsulate","276"
"87140","http://www.momos.com","Momos","88"
"87323","http://www.micrologic.ca","Micro Logic","292"
"87623","https://www.enertiv.com","Enertiv","45"
"87833","www.assigncorp.com","Assigncorp","43"
"87849","www.provaltech.com","ProVal Technologies","124"
"87882","www.ipivot.io","iPivot","65"
"88046","http://www.ciphertechsolutions.com","Cipher Tech Solutions, Inc.","71"
"88066","www.beehyv.com","Beehyv","198"
"88121","www.bhuviits.com","Bhuvi IT Solutions","84"
"88403","www.yuja.com","YuJa","83"
"88430","www.scalable-networks.com","SCALABLE Network Technologies","17"
"88548","www.xceltrait.com","Xceltrait","22"
"88566","www.3hti.com","3 HTi","19"
"88687","www.nasscomm.com","Nasscomm","66"
"88768","redesign-group.com","Redesign","123"
"88799","www.azka-it.com","AZKA IT Consulting","54"
"88834","https://bridgepointetechnologies.com/","Bridgepointe Technologies","323"
"88857","http://www.alliedconsultants.com","Allied Consultants, Inc.","65"
"88880","www.tektreeinc.com","Tektree","108"
"89015","https://www.cerebra-consulting.com","Cerebra Consulting Inc","214"
"89020","www.sapiosciences.com","Sapio Sciences","72"
"89066","www.nextechsol.com","NexTech Solutions","71"
"89253","www.tektonlabs.com","Tekton","110"
"89370","www.tescra.com","Tescra","153"
"89422","http://www.vitu.com","Vitu","280"
"89513","www.acumatica.com","Acumatica","531"
"89569","www.nordicwi.com","Nordic Consulting Partners","1703"
"89611","www.jaspersoft.com","Jaspersoft","11"
"89678","www.apexanalytix.com","APEX Analytix, LLC","451"
"89716","http://www.northbaysolutions.com","NorthBay Solutions","347"
"89732","http://www.leantaas.com","LeanTaaS","339"
"89742","unifiedwomenshealthcare.com","Unified Women’s Healthcare","1399"
"89766","www.gunnisonconsulting.com","Gunnison Consulting Group","165"
"90418","www.exterro.com","Exterro","542"
"90580","https://www.boostcommerce.net","Boost Commerce","68"
"90582","www.kevgroup.com","KEV Group","171"
"90602","www.4crisk.ai","4CRisk.ai","31"
"90615","anvilogic.com","Anvilogic","83"
"90852","www.onyxcentersource.com","Onyx CenterSource","389"
"90906","www.lynx.com","Lynx Software Technologies","93"
"90931","www.brightedge.com","BrightEdge","486"
"91419","http://lumachain.io","Lumachain","53"
"91443","http://www.intro.co","Intro","46"
"91461","www.teletracnavman.com","Teletrac Navman","828"
"91472","http://www.swiftconnect.io","SwiftConnect","94"
"91489","cloudpaths.com","Tricopp aka Cloudpaths","101"
"91496","http://www.clarra.com","Clarra","9"
"91734","http://www.loambio.com","Loam Bio","131"
"92008","www.revspringinc.com","RevSpring","627"
"92017","www.docyt.com","Docyt","155"
"92263","www.croct.com","Croct","33"
"92275","www.newincentives.org","New Incentives","433"
"92577","http://www.nucleusteq.com","NucleusTeq","177"
"93568","http://www.mrpgrp.com","MRP Group","105"
"94377","www.monotype.com","Monotype","945"
"94492","www.zilliontechnologies.com","Zillion Technologies","300"
"94496","www.bayforce.com","Bayforce","63"
"94521","http://www.epikso.com","Epik Solutions","163"
"94683","www.assetworks.com","AssetWorks LLC","322"
"94705","www.elixir.com","Elixir Technologies","306"
"94984","http://www.sprucetech.com","Spruce Technology, Inc.","238"
"95005","http://www.scsglobalservices.com","SCS Global Services","538"
"95351","www.mobileprogramming.com","Mobile Programming","1853"
"95443","www.smarterp.com","Smart ERP Solutions","266"
"95494","https://www.you.com","You.com","117"
"96066","http://www.koltiva.com","Koltiva","526"
"96097","http://www.expertflow.com","Expertflow - livechat, video, callcenter SW","158"
"96339","https://www.quorumsoftware.com","Quorum Software","1417"
"96482","https://www.solveva.com","Solveva","79"
"96703","http://www.perfect-image.co.uk","Cybit","167"
"96736","http://www.cube.global","CUBE","392"
"96768","http://www.gravity9.com","gravity9","90"
"96793","http://www.consult.red","Consult Red","282"
"96918","www.dozr.com","DOZR","72"
"96925","www.interexy.com","Interexy","153"
"96934","www.datacore.com","DataCore Software","305"
"97151","https://www.geteppo.com","Eppo","43"
"97153","www.linq.com","LINQ","423"
"97189","http://www.amyx.com","Amyx, Inc.","421"
"97416","https://www.clearpeaks.com/","Clearpeaks","189"
"97460","https://www.dataprise.com/","Dataprise","470"
"97486","http://www.pangiam.com","PANGIAM","71"
"97506","www.gotyto.com","Tyto Athene","728"
"97623","www.ourlifeloop.com","LifeLoop","79"
"97641","www.watchguard.com","WatchGuard Technologies","1017"
"97652","http://www.stuzo.com","Stuzo","155"
"97682","www.onedoor.com","One Door","97"
"97687","www.elkanalytics.com","ELK Analytics","16"
"98043","http://www.bright.consulting","BRIGHT","149"
"98235","www.pmd.com","pMD","153"
"98253","http://www.sgstechnologies.net","SGS Technologie","242"
"98258","http://www.integraconnect.com","Integra Connect","661"
"98283","http://www.ascendaloyalty.com","Ascenda","205"
"98288","http://www.merinoservices.com","Merino Consulting Services","272"
"98492","http://www.bluewheelmedia.com/","Blue Wheel","101"
"98969","http://www.senecahq.com","Seneca Resources","157"
"99362","www.curse.com","Curse","84"
"99594","www.orangelogic.com","Orange Logic","149"
"99658","www.simpletire.com","SimpleTire","185"
"99984","www.propelapps.com","Propel Apps","34"
"99989","http://www.energy-solution.com","Energy Solutions","634"
"100189","progilisys.com","Progilisys Solutions","45"
"100195","www.dicentral.com","DiCentral","285"
"100420","linkersoft.ge","linkersoft.ge","28"
"100720","l2l.com","L2L","92"
"100838","https://www.twynstragudde.nl","TwynstraGudde","385"
"100896","www.johnsnowlabs.com","John Snow Labs","88"
"100910","http://www.solviads.com","Solvia Digital Solutions","421"
"100911","https://www.papara.com","Papara","724"
"100947","https://www.azdan.com","Azdan","122"
"101095","www.artemisconsultinginc.com","Artemis Consulting","74"
"101111","www.vsplash.com","vSplash","299"
"104502","www.scorpion.co","Scorpion Design","1361"
"104769","www.programmingresearch.com","Programming Research","40"
"105418","https://www.trunk.io","Trunk","53"
"105433","www.growbots.com","Growbots","55"
"105455","www.prot-on.com","Prot-On","5"
"105594","http://www.fender.com","Fender Musical Instruments Corporation","1892"
"105600","https://ventureslab.io/","Ventures Lab","156"
"105604","http://www.blacksky.com","BlackSky","260"
"105606","http://www.topsysit.com","TOPSYS IT","65"
"105611","https://www.tenpo.cl","Tenpo","322"
"105628","https://www.kpaz.la","KPaz","150"
"105772","www.peakflo.co","Peakflo (YC W22)","43"
"106259","www.supersummary.com","SuperSummary","113"
"106261","http://www.filadd.com","Filadd (YC S21)","179"
"212835","tether.to","Tether","82"
"106892","http://www.usdm.com","USDM Life Sciences","221"
"107130","http://natek.eu","NATEK","439"
"107138","http://scalac.io/","Scalac","81"
"107142","http://www.speedapp.pl","speedapp","87"
"107143","http://www.softwaremind.com","Software Mind","971"
"107163","https://www.teacode.io","TeaCode.io","55"
"107276","http://www.cloudferro.com","CloudFerro Sp. z o.o.","173"
"107313","www.yavica.com","Yavica","106"
"107321","https://www.sofomo.com","Sofomo","80"
"107498","http://www.integritypartners.pl","Integrity Partners","95"
"107605","http://www.flyingbisons.com","Flying Bisons","118"
"107889","http://www.sermaluc.cl","Sermaluc","161"
"107905","http://www.norte.digital","Norte Digital","79"
"108095","http://www.screenly.io","Screenly","13"
"108099","https://make.com","Make","365"
"108485","https://thinkon.com/","ThinkOn Inc","179"
"108492","www.itechsolutions.com","iTech Solutions","421"
"108778","https://www.clovirtualfashion.com","CLO Virtual Fashion Inc.","369"
"109094","http://www.testsys.com","Internet Testing Systems (ITS)","196"
"109827","www.myparadigm.com","Paradigm","630"
"109847","http://www.azeus.com","Azeus Systems Limited","241"
"110093","https://www.coforma.io","Coforma","149"
"110145","https://www.excelia.com","EXCELIA","268"
"110160","www.entaconsulting.com","Enta Consulting","188"
"110365","www.wakapi.com","Wakapi","63"
"110367","www.fit.com.ar","FIT Software & Consulting","37"
"110719","https://www.globalhitssconosur.com","Global Hitss Cono Sur","212"
"110764","http://www.joinbetter.com","Better Health","156"
"111040","www.proconsul-group.com","Proconsul Group","77"
"111799","www.names.co.uk","Namesco","96"
"112196","samacare.com","SamaCare","42"
"112232","www.meazurelearning.com","meazurelearning.com","435"
"112814","http://www.akebia.com","Akebia Therapeutics","248"
"112934","http://www.derevo.com.mx","Derevo","134"
"112946","http://www.ecoatm.com","ecoATM Gazelle","390"
"113324","http://www.qventus.com","Qventus, Inc","146"
"113361","jungleworks.com","jungleworks.com","301"
"113434","http://www.ovative.com","Ovative Group","529"
"114077","https://www.diabolocom.com","Diabolocom","95"
"114192","www.raintreeinc.com","Raintree Systems","243"
"114988","www.voneus.com","Voneus Broadband","186"
"115465","http://www.followupcx.com","FollowUP Customer Experience","95"
"115464","http://www.demandinc.co","Demand Inc.","65"
"115708","punchout2go.com","PunchOut2Go","117"
"115718","http://www.gaichuservices.com","Gaichu Managed Services","125"
"115727","http://www.vir.bio","Vir Biotechnology, Inc.","611"
"115903","https://company.ubiehealth.com/","Ubie","217"
"115945","www.marqvision.com","MarqVision (YC S21)","114"
"116229","http://www.enviame.io","Envíame","149"
"116713","http://www.novastone-ca.com","Novastone Capital Advisors","91"
"116835","muzz.com","muzz.com","104"
"117537","21.co","21.co","136"
"117807","https://www.indoo.rs","indoo.rs","8"
"117817","joblocal.de","joblocal","61"
"117970","vigilent.com","Vigilent","56"
"118354","http://www.rightworksinc.com","RightWorks","108"
"119455","www.deepscienceventures.com","Deep Science Ventures","84"
"119856","http://www.bamstrategy.com","BAM Strategy","138"
"119993","sans.org","SANS Institute","1505"
