id,domain,last_scraped_at,ats,job_metadata
"242493","foolstheory.com","2024-03-06 09:05:01.006+00","linkedin","{""jobCount"": ""8"", ""officeLocationType"": {""remote"": ""7"", ""on-site"": ""1""}}"
"111330","global-e.com","2024-02-26 12:47:42.073+00","linkedin","{""jobCount"": ""42"", ""officeLocationType"": {""hybrid"": ""16"", ""remote"": ""4"", ""on-site"": ""22""}}"
"314341","sidesys.com","2024-03-06 08:38:20.912+00","linkedin","{""jobCount"": ""4"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""2"", ""on-site"": ""1""}, ""remoteOfficeLocations"": [""argentina""]}"
"234285","justin.fi","2024-03-05 23:50:44.385+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"240815","creative-n.com","2024-03-06 09:21:12.775+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"249971","foxholetechnology.com","2024-03-06 09:11:00.062+00","linkedin","{""jobCount"": ""7"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""1"", ""on-site"": ""5""}, ""remoteOfficeLocations"": [""herndon, va""]}"
"253586","l-a-b-a.cz","2024-03-05 19:37:16.761+00","linkedin","{""jobCount"": ""2"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""1""}, ""remoteOfficeLocations"": [""czechia""]}"
"233160","techmd.com","2024-03-05 17:23:18.139+00","linkedin","{""jobCount"": ""9"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""3"", ""on-site"": ""5""}, ""remoteOfficeLocations"": [""santa ana, ca"", ""california, united states"", ""endicott, ny""]}"
"310324","ndreams.com","2024-03-14 02:27:17.453+00","linkedin","{""jobCount"": 6, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 2, ""remote"": 4, ""on-site"": null}, ""remoteOfficeLocations"": [""united kingdom"", ""farnborough, england, united kingdom""]}"
"240075","touchsupport.com","2024-03-06 00:50:47.15+00","linkedin","{""jobCount"": ""10"", ""officeLocationType"": {""remote"": ""10""}}"
"329332","micro-talent.net","2024-03-08 10:13:57.936+00","linkedin","{""jobCount"": ""18"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""15"", ""on-site"": ""3""}, ""remoteOfficeLocations"": [""argentina"", ""mexico"", ""dominican republic"", ""colombia"", ""santo domingo, distrito nacional, dominican republic""]}"
"132829","aszendit.com","2024-03-05 19:23:34.301+00","linkedin","{""jobCount"": ""8"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""6""}, ""remoteOfficeLocations"": [""spain"", ""madrid, community of madrid, spain""]}"
"147645","pacificinterpreters.com","2024-02-26 09:50:45.86+00","linkedin","{""jobCount"": ""223"", ""officeLocationType"": {""remote"": ""188"", ""on-site"": ""35""}}"
"255451","coeo.com","2024-03-14 07:04:44.088+00","linkedin","{""jobCount"": 6, ""officeLocationType"": {""hybrid"": 6, ""remote"": null, ""on-site"": null}}"
"274400","motionapp.com","2024-03-06 09:38:03.415+00","linkedin","{""jobCount"": ""9"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""9""}, ""remoteOfficeLocations"": [""namer"", ""toronto, ontario, canada""]}"
"155631","t-b.ca","2024-03-05 18:03:49.095+00","linkedin","{""jobCount"": ""4"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""4""}, ""remoteOfficeLocations"": [""quebec, canada""]}"
"128274","irium.es","2024-03-08 16:43:46.554+00","linkedin","{""jobCount"": ""238"", ""officeLocationType"": {""hybrid"": ""24"", ""remote"": ""72"", ""on-site"": ""142""}}"
"259615","herdwatch.com","2024-03-05 21:40:03.82+00","linkedin","{""jobCount"": ""1"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""1""}, ""remoteOfficeLocations"": [""united kingdom""]}"
"328651","kvratech.com","2024-03-06 09:24:52.942+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"252690","enginium.eu","2024-03-05 19:32:30.086+00","linkedin","{""jobCount"": ""56"", ""officeLocationType"": {""hybrid"": ""12"", ""remote"": ""1"", ""on-site"": ""43""}}"
"330202","e42.ai","2024-03-06 09:16:36.967+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"257746","hi-iberia.es","2024-03-05 20:20:29.964+00","linkedin","{""jobCount"": ""1"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""1""}, ""remoteOfficeLocations"": [""madrid, community of madrid, spain""]}"
"144510","sandav.es","2024-03-06 09:09:04.671+00","linkedin","{""jobCount"": ""66"", ""officeLocationType"": {""hybrid"": ""33"", ""remote"": ""8"", ""on-site"": ""25""}}"
"251537","pontotel.com.br","2024-03-05 19:26:53.729+00","linkedin","{""jobCount"": ""5"", ""officeLocationType"": {""remote"": ""5""}}"
"260122","nakisa.com","2024-03-05 21:45:43.122+00","linkedin","{""jobCount"": ""10"", ""officeLocationType"": {""hybrid"": ""5"", ""on-site"": ""5""}}"
"735098","kldiscovery.com","2024-03-14 03:21:37.55+00","linkedin","{""jobCount"": 29, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 3, ""remote"": 16, ""on-site"": 10}, ""remoteOfficeLocations"": [""japan"", ""arizona, united states"", ""new york, united states"", ""hong kong sar"", ""illinois, united states"", ""texas, united states"", ""florida, united states"", ""united kingdom"", ""chennai, tamil nadu, india"", ""united states"", ""toronto, ontario, canada"", ""poland""]}"
"114432","kldiscovery.com","2024-02-25 22:46:01.702+00","linkedin","{""jobCount"": ""35"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""22"", ""on-site"": ""12""}}"
"252545","protera.com","2024-03-05 19:31:31.089+00","linkedin","{""jobCount"": ""11"", ""officeLocationType"": {""hybrid"": ""5"", ""remote"": ""6""}}"
"298617","TutorMeEducation.com","2024-03-05 23:16:06.037+00","linkedin","{""jobCount"": ""320"", ""officeLocationType"": {""remote"": ""60"", ""on-site"": ""260""}}"
"240334","tiny.com.br","2024-03-06 08:30:24.327+00","linkedin","{""jobCount"": ""22"", ""officeLocationType"": {""hybrid"": ""9"", ""remote"": ""12"", ""on-site"": ""1""}}"
"138765","absorblms.com","2024-03-06 09:38:49.174+00","linkedin","{""jobCount"": ""16"", ""officeLocationType"": {""remote"": ""16""}}"
"240904","redskyconsulting.co","2024-03-05 19:51:55.377+00","linkedin","{""jobCount"": ""30"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""14"", ""remote"": ""5"", ""on-site"": ""11""}, ""remoteOfficeLocations"": [""united states""]}"
"313576","unitedtechno.com","2024-03-06 08:36:00.852+00","linkedin","{""jobCount"": ""1"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""1""}, ""remoteOfficeLocations"": [""united states""]}"
"246892","smxusa.com","2024-03-05 18:53:30.55+00","linkedin","{""jobCount"": ""26"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""5"", ""remote"": ""12"", ""on-site"": ""9""}, ""remoteOfficeLocations"": [""latin america"", ""guadalajara, jalisco, mexico"", ""mexico""]}"
"254156","cognira.com","2024-03-05 19:41:11.397+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""on-site"": ""1""}}"
"872208","dfkp.de","2024-03-14 15:55:55.986+00","linkedin","{""jobCount"": 11, ""officeLocationType"": {""hybrid"": 1, ""remote"": null, ""on-site"": 10}}"
"158067","sngular.com","2024-03-13 16:58:42.063+00","linkedin","{""jobCount"": 11, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 5, ""remote"": 5, ""on-site"": 1}, ""remoteOfficeLocations"": [""spain""]}"
"156346","coexya.eu","2024-03-06 01:27:17.545+00","linkedin","{""jobCount"": ""55"", ""officeLocationType"": {""hybrid"": ""50"", ""remote"": ""2"", ""on-site"": ""3""}}"
"168489","onenetwork.com","2024-03-05 22:55:28.583+00","linkedin","{""jobCount"": ""5"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""3"", ""on-site"": ""1""}, ""remoteOfficeLocations"": [""united states"", ""south africa"", ""emea""]}"
"116868","muzz.com","2024-02-25 21:41:05.789+00","linkedin","{""jobCount"": ""12"", ""officeLocationType"": {""hybrid"": ""4"", ""remote"": ""8""}}"
"140098","vivupbenefits.co.uk","2024-03-14 13:59:09.388+00","linkedin","{""jobCount"": 7, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": null, ""remote"": 7, ""on-site"": null}, ""remoteOfficeLocations"": [""united kingdom""]}"
"233676","ele-ment.com","2024-03-04 19:49:55.246+00","linkedin","{""jobCount"": ""4"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""2""}, ""remoteOfficeLocations"": [""united states""]}"
"134525","multimediallc.com","2024-03-06 09:11:43.062+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""hybrid"": ""1""}}"
"165472","swiftconnect.io","2024-03-06 08:56:15.402+00","linkedin","{""jobCount"": ""9"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""1"", ""on-site"": ""6""}}"
"293185","vegamonitoramento.com.br","2024-03-05 23:05:27.022+00","linkedin","{""jobCount"": ""8"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""5"", ""on-site"": ""2""}}"
"292231","skywalkglobal.net","2024-03-05 23:01:06.994+00","linkedin","{""jobCount"": ""9"", ""officeLocationType"": {""hybrid"": ""4"", ""remote"": ""2"", ""on-site"": ""3""}}"
"253633","contractorplus.app","2024-03-05 19:37:43.476+00","linkedin","{""jobCount"": ""2"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""2""}, ""remoteOfficeLocations"": [""india""]}"
"310390","bluetechnology.com.br","2024-03-06 00:46:42.052+00","linkedin","{""jobCount"": ""14"", ""officeLocationType"": {""remote"": ""9"", ""on-site"": ""5""}}"
"312458","lawnstarter.com","2024-03-13 21:37:48.653+00","linkedin","{""jobCount"": 23, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": null, ""remote"": 19, ""on-site"": 4}, ""remoteOfficeLocations"": [""costa rica"", ""panama"", ""philippines"", ""south africa"", ""colombia"", ""morocco"", ""bucharest, bucharest, romania"", ""belize city, belize, belize"", ""united states""]}"
"317056","Beaconer.io","2024-03-06 08:44:57.408+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"736751","riveron.com","2024-03-21 12:18:01.063+00","linkedin","{""id"": 736751, ""jobCount"": 75, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 69, ""remote"": 6, ""on-site"": null}, ""remoteOfficeLocations"": [""united states""]}"
"234120","caseware.com","2024-03-08 14:14:06.974+00","linkedin","{""jobCount"": ""22"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""21""}, ""remoteOfficeLocations"": [""bucharest, bucharest, romania"", ""cluj-napoca, cluj, romania"", ""apeldoorn, gelderland, netherlands"", ""toronto, ontario, canada"", ""odense, region of southern denmark, denmark"", ""colombia"", ""atlanta, ga"", ""canada"", ""copenhagen, capital region of denmark, denmark"", ""maidstone, england, united kingdom"", ""bogota, d.c., capital district, colombia"", ""bogotá, capital district, colombia"", ""medellin, antioquia, colombia""]}"
"300215","sofomo.com","2024-03-06 09:08:40.234+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""remote"": ""3""}}"
"143918","esprimo.it","2024-02-26 09:42:25.275+00","linkedin","{""jobCount"": ""45"", ""officeLocationType"": {""hybrid"": ""16"", ""remote"": ""24"", ""on-site"": ""5""}}"
"298262","kickstarter.com","2024-03-05 23:17:44.636+00","linkedin","{""jobCount"": ""7"", ""officeLocationType"": {""remote"": ""7""}}"
"141856","magicmedia.studio","2024-03-08 14:59:22.314+00","linkedin","{""jobCount"": ""33"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""33""}, ""remoteOfficeLocations"": [""prague, prague, czechia"", ""sofia, sofia city, bulgaria"", ""warsaw, mazowieckie, poland"", ""zagreb, zagreb, croatia"", ""belgrade, serbia"", ""kyiv, kyiv city, ukraine"", ""tallinn, harjumaa, estonia"", ""türkiye"", ""são paulo, são paulo, brazil"", ""barcelona, catalonia, spain"", ""rome, latium, italy"", ""chişinău, chișinău, moldova"", ""vojvodina, serbia"", ""tbilisi, georgia"", ""greater buenos aires"", ""greater rio de janeiro"", ""madrid, community of madrid, spain""]}"
"136108","solutionit.com","2024-03-06 09:00:04.542+00","linkedin","{""jobCount"": ""6"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""1"", ""on-site"": ""3""}}"
"314413","ottepolo.com","2024-03-06 08:38:34.434+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"118324","ottepolo.com","2024-02-25 23:17:21.926+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"757787","scality.com","2024-03-13 22:21:27.024+00","linkedin","{""jobCount"": 40, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 4, ""remote"": 8, ""on-site"": 28}, ""remoteOfficeLocations"": [""san francisco, ca"", ""chicago, il"", ""dallas, tx"", ""london, england, united kingdom"", ""paris, île-de-france, france"", ""cambridge, england, united kingdom"", ""lyon, auvergne-rhône-alpes, france""]}"
"325579","thewebgateway.com","2024-03-06 09:14:06.527+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"168511","zeni.ai","2024-03-14 10:58:32.017+00","linkedin","{""jobCount"": 5, ""officeLocationType"": {""hybrid"": null, ""remote"": null, ""on-site"": 5}}"
"313366","c87.to","2024-03-06 08:35:26.842+00","linkedin","{""jobCount"": ""1"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""1""}, ""remoteOfficeLocations"": [""san francisco bay area""]}"
"240369","disconsulting.com","2024-03-06 09:51:59.411+00","linkedin","{""jobCount"": ""9"", ""officeLocationType"": {""remote"": ""4"", ""on-site"": ""5""}}"
"120305","rentable.co","2024-02-25 23:50:21.148+00","linkedin","{""jobCount"": ""7"", ""officeLocationType"": {""remote"": ""2"", ""on-site"": ""5""}}"
"257000","codilar.com","2024-03-05 20:08:32.867+00","linkedin","{""jobCount"": ""3"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""1"", ""on-site"": ""1""}, ""remoteOfficeLocations"": [""bengaluru, karnataka, india""]}"
"139214","thousandeyes.com","2024-03-15 16:17:30.277+00","linkedin","{""jobCount"": 14, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 1, ""remote"": 2, ""on-site"": 11}, ""remoteOfficeLocations"": [""united states"", ""united kingdom""]}"
"311272","syskoplan-reply.com","2024-03-06 10:06:00.111+00","linkedin","{""jobCount"": ""9"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""7""}}"
"246550","amartus.com","2024-03-06 08:49:53.359+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""remote"": ""3""}}"
"103321","amartus.com","2024-02-25 22:42:47.352+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""remote"": ""3""}}"
"160139","experis.no","2024-03-05 23:12:06.725+00","linkedin","{""jobCount"": ""23"", ""officeLocationType"": {""hybrid"": ""12"", ""remote"": ""1"", ""on-site"": ""10""}}"
"256350","hireitpeople.com","2024-03-06 08:51:32.859+00","linkedin","{""jobCount"": ""31"", ""officeLocationType"": {""hybrid"": ""6"", ""remote"": ""2"", ""on-site"": ""23""}}"
"331948","baoiam.com","2024-03-06 09:24:58.434+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"151666","anothermonday.com","2024-02-26 09:00:49.219+00","linkedin","{""jobCount"": ""46"", ""officeLocationType"": {""hybrid"": ""16"", ""remote"": ""28"", ""on-site"": ""2""}}"
"173133","finixio.com","2024-03-14 12:47:22.54+00","linkedin","{""jobCount"": 84, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 10, ""remote"": 26, ""on-site"": 48}, ""remoteOfficeLocations"": [""türkiye"", ""malta"", ""bengaluru, karnataka, india"", ""greater london, england, united kingdom"", ""united kingdom"", ""lithuania"", ""emea"", ""france"", ""tokyo, japan"", ""belgium"", ""china"", ""sweden"", ""germany""]}"
"169986","insert.com.pl","2024-03-05 21:44:06.759+00","linkedin","{""jobCount"": ""10"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""1"", ""on-site"": ""7""}}"
"158726","diginea.de","2024-03-05 23:13:48.334+00","linkedin","{""jobCount"": ""2"", ""officeLocationType"": {""remote"": ""2""}}"
"256889","glasshouse.com.tr","2024-03-05 20:07:44.042+00","linkedin","{""jobCount"": ""16"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""9"", ""remote"": ""2"", ""on-site"": ""5""}, ""remoteOfficeLocations"": [""türkiye""]}"
"301553","queryella.de","2024-03-06 01:32:43.237+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"152740","bnbchain.org","2024-02-26 11:03:57.323+00","linkedin","{""jobCount"": ""28"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""26""}}"
"133194","elai.io","2024-03-06 08:38:24.582+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"296999","teamflect.com","2024-03-07 20:46:54.094+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"159920","compri.com","2024-02-26 09:07:45.203+00","linkedin","{""jobCount"": ""32"", ""officeLocationType"": {""hybrid"": ""10"", ""remote"": ""8"", ""on-site"": ""14""}}"
"314528","ivy.partners","2024-03-06 08:38:52.374+00","linkedin","{""jobCount"": ""46"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""33"", ""remote"": ""1"", ""on-site"": ""12""}, ""remoteOfficeLocations"": [""lisbon, portugal""]}"
"300130","cogentinfo.com","2024-03-05 23:24:35.041+00","linkedin","{""jobCount"": ""164"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""29"", ""on-site"": ""133""}}"
"295652","planitgroup.com","2024-03-05 23:11:20.738+00","linkedin","{""jobCount"": ""145"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""10"", ""on-site"": ""134""}}"
"257224","smarted.pro","2024-03-05 20:10:18.842+00","linkedin","{""jobCount"": ""31"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""10"", ""on-site"": ""21""}, ""remoteOfficeLocations"": [""india"", ""bengaluru, karnataka, india""]}"
"251446","insigniaconsultancy.com","2024-03-05 19:26:24.812+00","linkedin","{""jobCount"": ""22"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""16"", ""on-site"": ""6""}, ""remoteOfficeLocations"": [""indiana, united states"", ""bangalore urban, karnataka, india"", ""new chandigarh, india"", ""delhi, delhi, india"", ""gurgaon, haryana, india""]}"
"331979","legendsoflearning.com","2024-03-06 09:25:36.563+00","linkedin","{""jobCount"": ""1"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""1""}, ""remoteOfficeLocations"": [""argentina""]}"
"310610","prominenceadvisors.com","2024-03-06 00:57:00.282+00","linkedin","{""jobCount"": ""15"", ""officeLocationType"": {""remote"": ""15""}}"
"140036","god.dev","2024-02-26 10:21:40.142+00","linkedin","{""jobCount"": ""5"", ""officeLocationType"": {""hybrid"": ""3"", ""remote"": ""1"", ""on-site"": ""1""}}"
"167494","zonesoft.pt","2024-03-06 09:09:45.053+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"136778","chronicle.rip","2024-03-06 09:14:08.522+00","linkedin","{""jobCount"": ""4"", ""officeLocationType"": {""remote"": ""1"", ""on-site"": ""3""}}"
"237969","carleycorp.com","2024-03-06 01:16:44.232+00","linkedin","{""jobCount"": ""3"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""2"", ""on-site"": ""1""}, ""remoteOfficeLocations"": [""united states""]}"
"138365","softco.com","2024-03-05 21:22:25.784+00","linkedin","{""jobCount"": ""5"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""1"", ""on-site"": ""3""}}"
"310356","xamplify.com.au","2024-03-06 00:44:50.3+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""1""}}"
"297006","sisglobal.com","2024-03-06 09:04:15.876+00","linkedin","{""jobCount"": ""4"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""2"", ""remote"": ""2""}, ""remoteOfficeLocations"": [""south africa""]}"
"256657","voltrondata.com","2024-03-05 20:05:22.574+00","linkedin","{""jobCount"": ""12"", ""officeLocationType"": {""remote"": ""12""}}"
"579917","engflow.com","2024-03-07 21:21:09.988+00","linkedin","{""jobCount"": ""9"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""9""}, ""remoteOfficeLocations"": [""united states"", ""texas, united states"", ""san francisco, ca"", ""austin, tx"", ""auckland, auckland, new zealand"", ""colombia"", ""germany""]}"
"330698","contextqa.com","2024-03-06 09:20:12.59+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"244507","gouconnect.com","2024-03-05 18:04:39.321+00","linkedin","{""jobCount"": ""1"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""1""}, ""remoteOfficeLocations"": [""cambridge, ma""]}"
"241251","tekleaders.com","2024-03-05 23:10:51.914+00","linkedin","{""jobCount"": ""9"", ""officeLocations"": null, ""officeLocationType"": {""hybrid"": ""3"", ""remote"": ""5"", ""on-site"": ""1""}, ""remoteOfficeLocations"": [""canada"", ""lake mary, fl"", ""new york, ny"", ""norfolk city county, va"", ""guadalajara, mexico metropolitan area""]}"
"296330","ligadata.com","2024-03-07 19:41:06.432+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""on-site"": ""1""}}"
"310672","rtone.fr","2024-03-06 01:00:02.356+00","linkedin","{""jobCount"": ""4"", ""officeLocationType"": {""hybrid"": ""4""}}"
"289461","compusoftgroup.com","2024-03-05 23:11:14.807+00","linkedin","{""jobCount"": ""31"", ""officeLocationType"": {""hybrid"": ""14"", ""remote"": ""16"", ""on-site"": ""1""}}"
"144457","thinksmart.com","2024-02-26 10:30:24.775+00","linkedin","{""jobCount"": ""37"", ""officeLocationType"": {""remote"": ""28"", ""on-site"": ""9""}}"
"746738","workwithglee.com","2024-03-14 04:13:35.816+00","linkedin","{""jobCount"": 254, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": 213, ""remote"": 8, ""on-site"": 33}, ""remoteOfficeLocations"": [""united kingdom"", ""england, united kingdom""]}"
"126463","workwithglee.com","2024-02-25 23:04:44.179+00","linkedin","{""jobCount"": ""294"", ""officeLocationType"": {""hybrid"": ""255"", ""remote"": ""13"", ""on-site"": ""26""}}"
"103633","applicantpro.com","2024-02-26 12:54:43.399+00","linkedin","{""jobCount"": ""24"", ""officeLocationType"": {""remote"": ""2"", ""on-site"": ""22""}}"
"311348","tkxel.com","2024-03-06 01:40:31.065+00","linkedin","{""jobCount"": ""12"", ""officeLocationType"": {""remote"": ""1"", ""on-site"": ""11""}}"
"275636","anuntatech.com","2024-03-05 23:09:48.154+00","linkedin","{""jobCount"": ""8"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""1"", ""on-site"": ""6""}}"
"129970","webpagefx.com","2024-02-26 11:20:30.994+00","linkedin","{""jobCount"": ""147"", ""officeLocationType"": {""remote"": ""72"", ""on-site"": ""75""}}"
"255476","joinzoe.com","2024-03-21 12:14:08.885+00","linkedin","{""id"": 255476, ""jobCount"": 5, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": null, ""remote"": 5, ""on-site"": null}, ""remoteOfficeLocations"": [""united states"", ""united kingdom""]}"
"295594","kasadara.com","2024-03-05 23:10:04.484+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""2""}}"
"726371","circle.com","2024-03-14 01:03:40.171+00","linkedin","{""jobCount"": 317, ""officeLocations"": null, ""officeLocationType"": {""hybrid"": null, ""remote"": 317, ""on-site"": null}, ""remoteOfficeLocations"": [""new york, ny"", ""miami, fl"", ""boston, ma"", ""san francisco, ca"", ""los angeles, ca"", ""washington, dc"", ""seattle, wa"", ""united states"", ""austin, tx"", ""phoenix, az"", ""atlanta, ga"", ""chicago, il"", ""salt lake city, ut"", ""dubai, dubai, united arab emirates"", ""london, england, united kingdom"", ""dublin, county dublin, ireland"", ""brazil"", ""paris, île-de-france, france""]}"
"294069","socure.me","2024-03-06 09:30:46.804+00","linkedin","{""jobCount"": ""5"", ""officeLocationType"": {""remote"": ""5""}}"
"292138","litteraeducation.com","2024-03-05 23:00:55.354+00","linkedin","{""jobCount"": ""6"", ""officeLocationType"": {""remote"": ""5"", ""on-site"": ""1""}}"
"314778","ironrim.com","2024-03-06 08:39:32.055+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"306712","ybrantsolutions.com","2024-03-05 23:49:38.393+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""remote"": ""3""}}"
"121478","servicepath.co","2024-02-26 12:21:19.939+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"251984","aravo.com","2024-03-05 19:29:17.759+00","linkedin","{""jobCount"": ""4"", ""officeLocationType"": {""hybrid"": ""3"", ""remote"": ""1""}}"
"309765","snaptrude.com","2024-03-06 00:22:59.151+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""remote"": ""3""}}"
"122086","snaptrude.com","2024-02-25 22:07:39.483+00","linkedin","{""jobCount"": ""2"", ""officeLocationType"": {""remote"": ""2""}}"
"136958","homealliance.com","2024-03-05 21:19:18.549+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"156184","leapforceathome.com","2024-02-26 10:44:56.846+00","linkedin","{""jobCount"": ""50"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""43"", ""on-site"": ""6""}}"
"309943","tri-cs.com","2024-03-06 00:30:09.086+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"255893","cxscore.ai","2024-03-05 23:11:35.891+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
"297476","sermaluc.cl","2024-03-05 23:13:25.859+00","linkedin","{""jobCount"": ""3"", ""officeLocationType"": {""hybrid"": ""1"", ""remote"": ""2""}}"
"600014","veratrak.com","2024-03-08 10:23:42.807+00","linkedin","{""jobCount"": ""7"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""4"", ""on-site"": ""3""}, ""remoteOfficeLocations"": [""united kingdom"", ""ontario, canada""]}"
"273511","simpletire.com","2024-03-06 09:20:16.662+00","linkedin","{""jobCount"": ""2"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""2""}, ""remoteOfficeLocations"": [""united states""]}"
"298026","replit.com","2024-03-05 23:14:32.513+00","linkedin","{""jobCount"": ""11"", ""officeLocationType"": {""on-site"": ""11""}}"
"120320","replit.com","2024-02-26 10:02:56.732+00","linkedin","{""jobCount"": ""14"", ""officeLocationType"": {""on-site"": ""14""}}"
"255488","orionlabs.ca","2024-03-05 19:50:52.823+00","linkedin","{""jobCount"": ""3"", ""officeLocations"": null, ""officeLocationType"": {""remote"": ""3""}, ""remoteOfficeLocations"": [""canada""]}"
"318676","redflagai.co","2024-03-06 08:48:23.481+00","linkedin","{""jobCount"": ""1"", ""officeLocationType"": {""remote"": ""1""}}"
